"","time","driver","driver_number","lap_time","lap_number","stint","pit_out_time","pit_in_time","sector1time","sector2time","sector3time","sector1session_time","sector2session_time","sector3session_time","speed_i1","speed_i2","speed_fl","speed_st","is_personal_best","compound","tyre_life","fresh_tyre","team","lap_start_time","lap_start_date","track_status","position","deleted","deleted_reason","fast_f1generated","is_accurate","air_temp","humidity","pressure","rainfall","track_temp","wind_direction","wind_speed","session_type","race_date"
"1",4380.002,"VER","1",119.392,1,1,NA,NA,NA,20.705,55.25,NA,4324.853,4380.058,249,292,247,215,
